Sample1	Sample2	Sample3	Sample4	Sample5
CAMSAP1	2.797591	6.451	8.17597	3.66308	6.51324
UBAC1	11.6081	12.4152	32.558	23.728	23.2813
SAG	0	0	0	0	0
ZBTB46	2.174400872195	4.101420014098	2.278561	1.855588	4.081270001654
HELZ2	6.98359	8.76246	9.87498	25.03331	21.4806
SAMD10	5.601857	7.63993	5.99864	13.396217	10.97238
LSP1	51.1086337	43.3878101	46.0330234	51.0705293	17.1527076
TNNT3	0.5563426	0.190972	0.848471	0.237763	0.2272896
TNNI2	1.589212	5.77599	54.75344	3.59567	2.061875
COL5A1	33.127114	72.09203	215.12	44.92734	35.82502
ATXN10	18.47018	40.675575	32.857779	27.430862	19.0091282
TUBGCP2	10.6799350118377	20.4076107109	17.3994932	23.181603	22.35466171
CALY	0	0.2464191	0.472777	0.2061422	0.0987013
CYP2E1	0.611927	0.56284	1.2457791	1.645413	6.88996
PNPLA7	0.852039	2.9747	1.064291	0.968919	1.851285
HBZ	0.0382478	0	0.0406028	0	0
PAK4	21.792867	40.362917	51.893159	35.231687	35.273721340162
MNX1	2.236595	0.883399	0.398514	4.536195	4.55928581
ZNF337	7.08581	7.91258	11.37382	5.33159	4.92816
CEP85	3.359173	7.344436	4.953697	11.148604	17.592
TAF4	3.56427	6.647508	4.355878	5.95584	8.017037
GATA5	0.230334	1.73551	0.297877	0.112661	0.00746532
RBBP8NL	1.49368	2.85924	1.35124	2.02384	4.68812
LAMA5	10.840995	17.686306	18.582014	26.5312398	19.335652
OSBPL2	8.9613977	15.941568	14.995052	22.095053	20.6231353
ADRM1	55.424608	91.328903	88.36811	144.242568	169.987061
ASS1	35.880226	85.039192	91.690388	99.733785	132.716669
PRDM12	0.0177777	0.089705	0.0376216	0.101351	0.0698177
EXOSC2	4.988201	9.088016	14.744637	10.838224	12.603146
POMT1	9.6654197	11.909524	20.7132467	11.147584	19.959462
UCK1	10.35917	12.37669	17.54641001172	10.681477	19.864582
FIBCD1	0.0557678	1.80838	1.9825319	0.432932	0.4716646
PRRC2B	24.65911	37.62812	51.467484	29.507626	48.96067
CHMP2A	199.156115	115.56727	215.50866	138.21402	95.07923
UBE2M	70.7123	39.837671	82.61227	65.11307	49.8829
TRIM28	145.00517	138.20814	272.804649	243.47707	149.05771
C16orf13	56.219113	53.5596861	63.576556	45.5337337	49.040515
YIPF2	59.985458	59.661893	95.208495	49.7294156	66.514349
ATG4D	7.860853	12.171917	10.735775	10.86199	7.853204
EIF2S3	34.3744	91.189772	85.2827	130.276849	69.6657597
TMEM160	6.83865	9.20658	9.64083	5.68468	6.99489
ZC3H4	6.1035	10.62594	7.88155	6.60216	7.61704
NPAS1	0.1326171	0.711131	0.709693	1.404046	0.3413395
GMFG	56.756395	88.47532	46.226424	29.645126	19.05007
MAP3K10	2.62191	5.76183	4.31591	4.99152	3.60163
ARHGEF16	6.157966	14.866096	12.269744	30.2276318	22.480525
LRRC47	7.79744	18.1311	12.1039	16.1961	14.832
SESN2	4.79771	11.8439	9.00805	8.54449	16.7706
SMPDL3B	14.182923	43.806401	28.893341	32.311437	29.442975
ATPIF1	143.64087	146.08769	155.490452	221.50806	229.58226
MED18	6.53718	12.2867	8.8668	10.6477	10.3009
THEMIS2	25.081746	50.019209	25.864019	19.595626	18.351481
CLIP1	11.00070051075	18.6846914	18.7259525	28.247071667	24.38054588911
CCDC62	0.153276	0.181015	0.144412	0.29117	0.285408
HIP1R	14.803541	11.1011	9.125004	17.2699	17.9154
ZNF317	9.08151	16.79212	14.66745	13.05529	7.361952
PPAN	11.306029	15.731021	19.957684	20.089807	11.25027
EIF3G	81.315066	133.448322	119.744501	116.031619	90.805429
ANGPTL6	0.496838	0.12446189	0.404517	0.4078433	0.2484825
C19orf66	4.214606	5.977701	9.428471	10.535026	4.06392
DNMT1	6.2882410419617	9.399149	13.234124	15.261936	18.130006
ZNF426	1.847079	4.813924	3.120358	2.399755	3.217085
SLC6A8	7.05505	34.873459	26.280362	10.449309	17.441459
PNCK	0.605391	0.676473	1.12925900110639	0.0328201	0.7279078
DKC1	23.49608	37.64275	37.355742	30.265605	32.10911
PLXNA3	8.74135	11.9974	12.3465	4.70433	9.83258
DUSP9	0.665642	0.518234	0.770926	5.257656	6.069666
MPP1	9.386777	20.047822	14.544445	10.550651	6.604824
ZNF331	4.5302309	14.877646399989	17.583482	10.305108	5.0825775
ZNF236	1.799527	1.9103852	1.689423	1.2767548	3.4519825
SLC7A10	3.11997	0.712621	0.196628	0	2.33626
LRP3	5.60723	16.24672	4.0839	4.46816	4.720539
C12orf65	9.4239	10.88027	11.67944	13.05232	19.58942
NOL11	4.504237	11.530472	5.829235	7.778784	5.389121
UBE4B	7.444373	20.65571	10.425093	12.580738	21.4598722
CASZ1	1.947012	6.48568	1.726992	4.251616	2.751615
PKDREJ	0.0250109	0.15315	0.0458596	0.0776203	0.0651492
HSD17B3	0.236961	0.300819	0.534792	2.08635	1.38543
NUTM2F	0	0	0	0	0
HABP4	6.027882	4.959037	12.2971	4.6040689	6.4944
FBP2	0.269009	0.023797	0.112066	0.0191379	0.0372747
SLC35D2	11.624251	14.74175	24.2824686	25.545595	27.35761
PRRG1	0.4712786010787	2.37968981537	2.99150004208	3.875876	0.482740600151
UBA1	141.1428999	154.388302	128.601813	138.1295551	113.21134488
RGN	2.7572053	4.738677	2.65932300097646	0.3382278	6.302232
POLN	0.0495769	0.18025219	0.51357	0.333263	0.0311905
PPIL4	7.089523	19.3212	13.444741	12.842596	8.167156
ULBP2	0.266746	13.507	1.72793	0.794357	2.88534
AKAP12	1.743789	7.34094	4.784204	14.37683	1.108511
SYNE1	12.0264331	13.6638464	14.0634679092385	2.21217370002053	6.6596082
ULBP3	0.695815	5.38399000225047	1.33776	0.82825	1.167205
LATS1	2.8124607	6.987891	5.318795	6.059141	4.106767
EPS8L1	2.442185	4.256006	16.0937609	15.23203	0.58092380538281
LILRB2	4.27236	3.3587844	7.3623167	3.9275166	1.3743617
AAR2	12.352762	27.0610703	18.964484	25.0845745	10.590297
TTLL9	0.1152492	0.0704542	0.168926	0.1827931	0.225023
BPIFA2	0.109971	0.235322	0.808574	2.78204	0.42865
RBM39	10.84903801	36.2165494	36.32375	35.50781	28.601668596407
COX4I2	4.03841	20.8663	2.83703	2.44011	4.93676
BPIFA3	0	0	0	0	0
ZNF341	0.404162	0.502365	0.606129263	1.2941333275	0.66979974
GGT7	9.5936407	23.328878	27.04157	13.968444	9.210733
DEFB118	0	0	0	0	0
ACSS2	2.557173	5.3394112	7.832424	6.89042	5.54927
EDA2R	0.07562882	1.349396	0.5126781347127	0.2546731	0.144273000149808
ARHGEF9	4.3717587	6.045759	5.7244822	6.8988327	7.7671519
C1QL1	0.179885	0.32342	0.421792	0.364469	0.158192
GFAP	1.2678858	1.588909	1.351894	1.8909172	2.3578099
PYY	0.4780741	0.6087859	0.106384	0.176705	0.468867
HIGD1B	2.794706	20.27788	1.387274	1.645948	1.968912
ATP6V1E1	60.8233600009877	120.496133	97.391016	90.954895	44.26885
ZNF227	2.5996995	3.9352662501262	7.476111	3.52365400333244	2.51944754979683
ZNF428	19.48563	48.6096	34.0377	30.88772	31.80173
TEX101	0.0981472	0.0658559	0.0695722	0.0792188	0.0741748
ZNF141	2.861038	3.845782	3.101055	2.70598	2.612653
CCL25	0.759018	0.0999359	0	0.362046	0.324881
COX4I1	197.7776517	441.71257	362.865259	536.1849306	195.156894
EMC8	4.466094	15.34614	11.72525	17.731155	7.108412
GSE1	6.5071985	15.30904	12.857201	20.000326	14.7969816
RP11-178L8.4	0.224162	0.749456	0.412086	0.409127	0.0922026
GINS2	2.163429	7.46631	4.24208	7.321871	4.2978
CHMP1A	23.603687	60.58156	43.575057	82.880803	34.677166
SH3BGRL	40.6802	75.8708	75.4715	46.8936	28.4349
COX7B	10.2084	17.3813	17.6333	15.7399	10.6311
SLC34A1	0	0.0601578	0.013518	0.0225159	0
F12	0.142832	1.29943	0.47071	1.49574	0.530698
PRR7	0.8262813	3.986281	1.493489	5.682219	3.765308
NFATC1	3.077049607293	5.21953256	5.3314895	3.1083140610268	4.5892428
IDO1	33.869518	6.98336	21.343687	234.7544442	2.824303
GJA9	0.106027	0	0.0908001	0.2725482	0.368023
CAP1	89.300451	194.69062351175	250.225406	156.4836061	120.7727154
PPT1	60.397199	93.133428	114.591969	62.4365675	76.775082
RAB11FIP4	7.21808	14.84085	5.36024	12.58206	8.010452
RLIM	4.8621813	11.705148	11.1458288	6.6133821	8.0470659
CDX4	0	0	0	0	0
ABCB7	6.0203300115279	13.037876	12.387872126141	10.736872	9.58208
TRAF3	5.537242	11.204566	8.046553	12.998782324838	4.550805
HAUS8	0.955432	5.5987227	3.4110264	1.8699787	3.432762
EMR3	0.0135475	1.31269100867774	0.2546676	0.3550293	0.100883
MRPS25	25.3068231	17.322073	15.2461112	18.64986	17.68995
SH3BP5	23.576357	27.1392770041813	13.1299270001471	6.92237	16.14353
HACL1	5.98004	7.227064	10.39852	6.3590235838	3.422491
TBC1D5	5.8791732	9.5835306	5.061475	6.2663085	4.3762277
CAPN7	4.493995	6.09124	7.25628	5.420064	4.083518
RFTN1	33.04841	23.724433	26.6462789	8.672696	20.6362526
C3orf20	0.00729397	0.0192509	0.0687006	0	0.0508895
ZFYVE20	9.035025	7.506862	6.359859	4.091334	7.101286
GALNT15	0.6226977	2.877903	4.347313	0.693189	0.6145721
SLC6A6	12.3217695	13.614902	13.495402	8.165417	9.2319051
KCNC3	9.4991	5.82396	3.51068	3.301288	3.007111
NAPSA	1269.908	1446.5339	2254.1296	103.7137	641.3478
NR1H2	45.9769349	55.6579456007849	72.588978	36.662117	37.42703588
LRRC4B	0.4966449	0.676693	0.206664	0.3107317	0.3774437
PDLIM4	3.77415	59.74115	25.79821	3.179149	7.866769
KIF3A	1.4972776	4.781473	3.514204	4.8744381	2.2058348
MGAT1	45.5676562	92.3782264	82.42778	119.8386602	49.2953534
GFPT2	2.64832	10.5148	10.1454	7.1225288	2.19199
TUBG1	31.376912	45.471944	45.820271	49.26475	62.786272
PSME3	27.2935437	76.92722	56.5107432	59.6826291	41.78514818968
RPL27	1013.36289	1993.696052	2230.258874	1236.30355	2008.04654
PSMC3IP	1.34159	3.920926	5.798005	5.239846	6.742823
AOC3	10.129808	52.70698	28.140152	10.284547	6.147557
ACLY	21.4173158	71.29904	46.2149595	40.715088	47.556661
VPS25	34.8649513	73.957261	51.507356	62.914095	49.580859
RAMP2	16.4827626	43.60802	14.765794	14.629543	11.280925
AOC2	0.200465	1.023661	0.296526	0.747874	0.271534
G6PC	0.0172878	0.0626894	0.0360211	0.0304555	0.101232
NDUFA2	51.6038	70.0214	67.8017	97.3803	53.7695
ANKHD1	20.7862529	29.403907	22.33542874247	32.702379	23.3432645
DIAPH1	35.577277	63.880586	59.8611239	88.2581487	55.412293
NDFIP1	17.6554	45.7442	26.492	35.3085	15.6139
UBE2D2	34.617329	79.10333	74.362329	76.196726	52.084449
EXOC4	9.0626885	28.9361	23.9874	23.0224151	21.255283
ACAP3	4.210910114472	8.82212	9.84748	6.36061	13.7010242505
C1orf159	5.008687	3.9177238	7.2625726	9.6759361	5.9734047
ANO1	8.1204575	42.4068	5.422161	2.800365	28.1560415
PPFIA1	9.513991	17.975609	16.943193	17.329151	18.306735
TMEM204	10.0641115	16.43499	13.12906	5.53043	6.94194
KREMEN2	0.11232	0.771269	0.797240900380626	0.980783	0.256083
THOC6	10.97327	23.349200405884	27.169279	16.968883	18.41212
TRAF7	20.41478	35.546355	33.316676	38.156546	33.053415
BARX1	0.0355045	2.7387869	0.451457	0.8258048	3.27362
NINJ1	43.7063	51.2511	65.8583	43.3523	55.9441
CA6	0.845359	0.617268	0.258699	0.435628	0.845016
NPHP4	1.22807	2.11183	1.62663	3.92171	2.61449
MAP1B	1.78705	15.1536	1.84315	0.894833	1.2942
RHOXF2	0.0441343	0	0.0278005	0.841006	0
IL13RA1	29.243703	65.72954	82.46503	32.420822	35.736798
WDR44	2.989467	9.971944	7.7878757	4.9527414	4.145158
CKMT2	0.374082	1.251532	0.501804	0.520146	0.158448
ZCCHC9	6.65742	17.577024	15.249862	14.563355	9.8686
KRT34	0	0.0470079	0.0152675	0	0.0507688
KRT33B	0	0	0	0	0.0136112
TNS4	0.0227975	8.423543	14.151283	5.649972	0.1424976
TOP2A	19.13949	29.73414	49.7631	24.21783	39.12381
STARD3	16.23904883	42.006686	31.35402573532	22.814996	34.842896
RARA	18.306376	56.57577	23.154632	19.699878	38.824315
PPP1R1B	16.403834	90.106481	7.624778027	1.277871	19.543510113042
KHDRBS3	2.527927	9.677481	11.3546973	2.275821	0.726698
CHD1L	46.0519	22.24906	26.01045	35.0061	34.5494070001693
PEX11B	30.23997	47.6764	27.32022	20.791109	26.25773
FMO5	113.564011	13.632663	14.166132	12.220097	19.7301367
PIAS3	33.805338369	28.25881	33.015763	21.67384	15.710471
PRKAB2	10.0535	6.40732	6.39474	4.23954	4.23262
FSHB	0	0	0	0	0
PDHA1	79.49128589	64.974284	65.080861	73.3999342	37.757459
RAI2	2.58219000670552	7.155283	6.149803	2.01879	1.88200142813
MCCC2	11.6158001	30.649299	12.1882	21.7513	13.7752
ZNF304	1.826526	3.729378	4.4477314	2.5728315	2.3296328
ZSCAN5A	1.0308885	2.2669135	2.0926092	4.884726	1.6489163
ZNF132	1.70096	1.05196	2.75427	0.205695	1.64945
USP29	0.00711927	0.0824245	0.0980472	0.145289	0.70053409
VIMP	44.46242	73.05354	72.76463	101.9130353	35.67511
CHSY1	5.25767	20.2768	16.6019	13.6133	6.87922
SNRPA1	24.726909	36.238537	44.588163	81.020597	23.355273
LLGL1	4.14112	25.694	15.7827224	8.45202	7.3928395
NR0B2	0.528798	2.17925	0	0.241958	0.402224
LIN28A	0.181393	0.186925	0.3092978	2.03579	0.32455
THAP1	3.722987	6.68594	5.052985	6.401127	3.838072
RHPN2	2.41206	11.7501	8.20745	21.5788	3.23465
C19orf12	8.88169	15.683675	10.9593779	11.656379	6.140809
C19orf40	2.050202	2.418289	2.579165	6.194241	1.89852
LRRC9	0	0	0	0.00510429	0
ACTR10	15.39875	23.11242	22.86641	8.46092	11.48681
ABHD12B	0	0	0	0	0.2223693
GCH1	4.3917240178315	1.8553130519767	5.7578708487116	5.784756	1.105071681923
LGALS3	262.03903	550.75494	265.8719	184.52388	291.297096
PODNL1	9.8925209	21.988553	33.9091143	6.446846	9.408257
DNAJB1	26.689521	110.376172	75.8962443	85.832097	32.0571543
ZSWIM4	8.79417	11.979979	15.62327	7.44457	7.05781
FBXW9	4.2126417	7.218658	5.952136	11.020904	5.588218
RFX1	3.144174	7.451091	6.50355	5.550708	6.431651
ZNF20	1.516826	2.53588	1.457591	2.098674	2.317376
C19orf57	0.792633	3.6511159	2.405076	8.046083	2.863355
DCAF15	17.73781	19.219337	15.16506	18.48661	19.78159
CC2D1A	15.11852	27.1054	17.92429	22.0151	20.12662
RTBDN	0.169286	0.2109577	0.83054797303	0.5101558	0.712556
MATN3	1.42261	7.5551	6.66837	1.72611	1.9126253
TRIM21	14.0405	14.91628	23.35017	25.00732	6.8598353
SPATA6	1.104758	3.71477	2.518136	4.18567	5.21897400015902
LRRC41	25.462397	40.10144	54.073143	33.581635	47.16395
CCT6B	2.3046072	2.903343	1.334051	2.237792	1.155517
DHX30	16.3323625518	19.33386	21.565759	24.473695	17.708664
RAF1	24.74493	27.5336	32.802451	27.155437	25.2265891
SLC6A11	0.2974238	3.201983	0.0806404	2.622998	2.902602
PPARG	20.898085367986	16.763637	7.87502	12.17702	8.264897
NUP210	25.0019	11.3423	9.61979	17.2622	38.8321
FCRLA	2.0375707	1.02486600099392	1.139211	0.781248	1.2637671
HSD17B7	4.67534	10.515258	6.310703	4.995689	5.24552
ENOSF1	5.20419	15.35138	5.075966	8.61387	9.155266
EMILIN2	1.82075	5.53808	3.66392	2.03873	0.948314
SLX1A	23.78097	19.55053	34.28404	76.74519	27.89445
ARFIP2	13.216055	18.877638	27.25814171403	44.67833	22.042204
TRIM5	4.437226	8.10483	10.1723504	23.424766	4.8707867
CNGA4	0.188759	0.177159	0.04785	0.342555	0.2288753
TRIM22	48.92189413	39.8037435	43.10601	18.689866	16.56417
RRP8	4.986602	6.66939	7.9943	8.295076	4.642879
TIMM10B	8.00039	14.555927	14.21914	18.19449	5.06616
EFR3A	13.566315	26.44679	26.60787	18.82749	12.6474
HHLA1	0	0	0.0231532	0	0
PTCD3	6.014613	8.40208	8.59025	10.2872	12.541799
IMMT	28.7569	49.8170530126056	47.597050305	47.142193	45.66363
MRPL35	17.455409	26.026969	21.9330407	33.13687	23.504129
IQCA1	0.276873	8.68726	1.18916	4.775891	0.221517
ILKAP	8.1836	25.90677	23.697632	22.321182	12.457876
PER2	2.20077	7.362378	4.59884	16.17225	4.4654499
RAMP1	10.955934	63.372063	39.154431	116.03452	19.787326
SCLY	2.875311	8.008263	8.35105264	10.57334	4.0006419
PTPRE	16.72587	23.32405	21.4884571	6.1930234	18.7381276
RAN	215.4040883	320.085143	392.886268	646.413782	413.55896
PRKAA1	9.326874	20.5009945	34.509139	25.586272	33.176437
CARD6	2.183036	6.281353	3.957158	6.784087	2.40629
RAP1GAP2	2.1481	5.1360296	6.17151	3.80059	3.39448
CLUH	11.018271807497	29.8829966161602	22.37157576562	33.341536	18.4502795439835
INPP5K	9.762233	23.910203	17.962059101	8.458893	9.68918400015566
MYBBP1A	7.568915	16.905682	15.86012	14.6937300185651	9.0901
RPA1	12.118365	26.152881	24.5347	15.962444	16.180471
SERPINF1	62.080806	86.444899	155.07107	70.069052	32.683458
UBE2G1	9.4400815	26.6619	19.161552	23.29691	10.9232913
EEFSEC	7.1419664	15.983411	11.422845	15.965167	11.9475463
TBC1D14	17.9803407	27.60684	25.215347	14.19011	18.863282
TMEM128	16.62483	29.0635	28.608568	30.57333	11.021449
COQ3	1.8544327	4.589506	5.20833	8.1428089	5.98697
PNISR	16.27791	23.24866	14.40222	21.84485	15.3746
POPDC3	0	0	0	2.123004	0.0587689
SEC61G	238.458964	577.63122	418.71402	320.913916	380.174399
LANCL2	2.63304	10.3503	3.22987	3.68714	6.04802
FIGNL1	9.84137145597	22.625191	9.6847907558	6.8468796	25.6062368
DDC	0.05697004	0.326423	0.0435929	14.1174568	0.4497522
FTHL17	0	0	0	0	0
GRSF1	23.200393	45.47677	60.499776	55.46383	23.4201525
ENAM	0.085523	0.0480288	0	0.135706	0.0271506
IGJ	687.17026	161.22322	54.271557	553.908254	210.132429
ANKRD17	7.074626	16.057374	11.7554239	11.18756	7.983835
UTP3	13.6642	21.4677	23.2697	21.8186	9.78302
ITGB4	68.06761	227.9303	87.63951	124.02201	45.18637
WBP2	97.1381714	96.6516594381	69.661755	66.48075	74.354767
H3F3B	324.802658	759.474606	496.371483	409.645332	391.390671
UNK	8.967655	13.0594	8.118175	8.080106	8.3939
TRIM47	23.71997	24.00517	14.937312	3.383218	7.52767
ZRANB2	14.318575	24.625118	27.171918	31.9333	18.908413
EIF5A	280.002038	495.813593	613.379663	489.25575	506.733848
KDM6B	8.565252	19.366274	9.124821	8.947656	8.621103
CLEC10A	6.832286	7.182365	1.991926	1.722418	2.09107
SLC52A1	1.312205	2.775876	0.8514146	0.687438	0.9680112
GUCY2D	0.432111	0.70945	0.21137	0.170497	0.263805
GPS2	25.5850315	69.27616	45.698784	33.83966	50.7451000067114
XAF1	16.26272	12.04935	20.76174	27.9856121	9.4699018
DLG4	4.9023023	7.749294	4.1270413	2.34367983	2.9076581
HRSP12	13.02756	18.528091	26.97255	23.2995	17.62661
VPS13B	1.5697639	3.602687	3.1165711	2.4406599	1.8027771
RGS22	0.2552285	0.6729826	0.124416	0.3831373	0.0313147388969
MATN2	5.834248	5.64571641	5.2654087	0.6905191	0.6663533
REEP2	1.39364	0.5414260156835	2.461669	0.526995	0.4243396
PCBD2	3.60428	8.43598	5.826379	9.45146	4.313905
SDF2	39.4566	44.2677	12.64681	22.7444	31.0488
FLOT2	62.674538	79.36825	73.160604	65.34705	81.78413
ERAL1	28.35985	45.085976	29.10818	41.94304	41.3092207
PRMT7	5.88925	13.9712019973	12.12483838639	19.3816433	9.23785
NIP7	9.62103	23.233646	14.872712981	24.60412	10.523407
TERF2	8.599618	19.510793	13.09721047	19.743949	11.336598
VPS4A	5.60952	15.3745	13.0338	12.0375	12.6407
MTSS1L	8.90976	52.85668	27.9270704	6.186065	11.87696
HSPA12B	1.18594	3.27195	1.78519252	1.6978500001391	1.551598
ANKEF1	0.932113	3.027903	2.163791	4.177512	2.422858
SCP2D1	0	0	0	0	0
PCED1A	14.015953	18.48407	15.301324	36.253173	18.13552
SNAP25	0.265004	0.908652	2.32345	0.440423	0.221089
BTBD3	3.4625790655095	9.23917648	4.2225668	5.4013558	4.767518
PCNA	25.736033	47.74322	80.57674	117.38344	76.10194
NXT1	7.58248	19.9954	21.5248	14.5716	12.0294
POLR3F	0	0.795797	2.84306	0.622115	0.505848
RIN2	1.74942	6.70504	3.37133	2.98037	2.92114676
PTPRA	13.0258910001371	31.995259	22.644709	23.5888481022659	13.048597
SSTR4	0	0	0	0	0
DAP3	78.701894	82.272682	98.959027	90.4324806	139.737148
RHBG	0	0.977172	0	0	0.520858
KIAA0907	14.76366	19.64576	20.02259	29.802805	26.51108
ATP1A4	0.0291355	0.135097	0	0	0
NES	4.74827	43.6035	7.85104	3.62698	5.48093
BCAN	0.2426192	2.8895936	0.6857415	3.877968	0
CRP	0	0	0.0285757	19.01493	0.0675643
ARHGEF11	8.436015	12.5436	7.9818804	12.44954	16.34192
RAB25	61.799	132.271	100.024	135.567	190.940458
HAPLN2	0	0.040317	0.0333882	0.0813998	0.165315
APCS	0	0	0	0	0
FCRL2	1.7195081	0.92019	0.679567	1.5928819	0.3584351
SYT11	3.32455	4.36457	4.94935	2.31756	1.36233
IGHMBP2	4.94069	6.336419	4.75076	6.823872	5.4741968
ACY3	2.00048	0.89625	2.507494	26.32551	2.49444
ALDH3B2	3.079471	4.840458	3.68164	15.306199	3.526702
MTL5	1.33499	0.3183832	2.58971	9.98735	1.103802
MMACHC	1.724807	3.581448	2.68560208	5.08079	3.74916
DPH2	4.754713	12.161427	17.58163	17.686047	13.675364
TOE1	0.929275	1.96287	2.5649	3.0435	2.16084
NASP	30.519565	67.7427960003862	87.0950257756	84.328478005479	92.825683
MUTYH	2.82830230187652	4.82177944	8.8819162715	12.2174525004318	11.064282836
CTNNBL1	17.53562	39.624385	25.189651	41.1099630863	13.473543
LPIN3	6.01146	10.69343	4.841146	10.4442	7.33859
ZSWIM3	1.7175	4.59651	2.37468	2.72885	1.73456
RBM38	4.959638	6.6561008	4.126393	14.133487	10.335904
VSTM2L	25.522506	23.127394	178.473997	4.6573641	10.99995
OSER1	12.62333	25.39871	21.58297	35.76822	12.00883
SERINC3	33.36087	58.19313	34.5061	52.17173	25.48428
PPP1R3D	2.32291	3.70607	4.0722	3.29116	3.82342
DMGDH	0.793184	1.433387	0.0772199	0.0632213	1.7233
BHMT2	6.903711	1.43727	0.6337135	0.4351	12.044714
AP3B1	13.096411	31.99246	26.216947	19.422775	15.764539
ZBED3	1.58675	2.72906	1.55785	1.89466	2.05053
INADL	6.6429143	12.249551	16.3617711	16.6686119	17.0264918
KANK4	0.1380331	0.770575	1.69558	0.0332588	0.1839321
ANGPTL3	0.0209516	0	0.0437954	0.215912	0.0339414
SYT4	0	0.0207517	0	0	0.00550043
SLC14A2	0.204793	0.245677	0.206029	0.241891	0.283937
FBXO44	12.255497	15.563118	9.381113	16.187909	17.686505
RSG1	2.030501	4.789159	2.769214	6.51529	5.25433
CASP9	5.3808613	8.784861	7.1114554	21.3276053	6.7878395
NMUR2	0.0765259	0.0826103	0.0133977	0.0564344	0
DCTN4	8.797765	25.97748	14.033216	19.5552096	16.767282
PDE6A	0.03301	0.2923096	0.15131	0.433353	0.1954178
ATP8A2	0.07067	0.518259	0.205943	0.11173	0.0416381
MTUS2	0.0141427	0.1514841	0.014086	0.0059275	0.03136560426009
ZMYM5	7.73349	5.786602	3.150806	4.0949933566	4.35485
USPL1	5.777553	7.49472	7.16076	5.00038	4.603374
XPO4	3.0180926	4.901252	3.130026	3.94403	2.411667
TPTE2	0.440909	0.208191	0.21837870231	0.183727	0.135091
POMP	52.0659	80.437	96.9265	112.924	47.1882
CDK8	1.24787	3.397	2.72554	3.67278	2.261012
ALOX5AP	32.7562	114.505	102.243	31.5938	11.7827
WASF3	1.150055	2.94352	0.770579	1.902519	2.065714
RNF17	0.0129103	0.01384514	0	0.0718305	0.0429366
GPR12	0.0276982	0.3296932	0.0746051	0.0312052	0.0559017
CHRM3	0.0910487	0.4099106	0.0122137	4.96485	0.0768976
MYH8	0.00402481	0	0.016685	0	0
MYH10	9.732108	24.52746	30.028701	12.387876	10.051324
PEMT	12.86166	21.128116	18.49059	23.193143	11.63229
SCO1	6.5303	20.29289	15.71046	17.78747	6.06793
MPRIP	108.59548	153.012893	154.852196	55.341275	93.545516
CHI3L1	66.28149	78.144253	33.7866	31.02646	12.055846
MYBPH	0.0810557	4.88063	1.61278	0.0363368	0.106503
PIK3C2B	3.03555	7.918345	3.9067079	11.4991419	6.4032032
DSTYK	2.79852	5.0774696391	4.175897	2.221831	3.916319
CHIT1	20.06655	22.8949	23.73669	0.9735042	15.21367
SLC41A1	2.19685	5.52815	4.06076	3.50322	3.12
LGR6	0.20431	0.734726	0.765033	1.0743099	0.1505302
